per_sies;id_carr_gen;area_carr;tipo_inst;nom_carr_gen;per_tit_carr;tasa_emp
2018-2019;135;Humanidades;Institutos Profesionales;Técnico en Traducción e Interpretariado;2do año;0.5512820512820513
2018-2019;136;Administración y Comercio;Institutos Profesionales;Técnico en Turismo y Hotelería;2do año;0.5286697247706422
2018-2019;137;Derecho;Institutos Profesionales;Técnico Jurídico;2do año;0.6427732079905993
2018-2019;138;Salud;Institutos Profesionales;Técnico Laboratorista Dental;2do año;0.49142857142857144
2018-2019;139;Agropecuaria;Institutos Profesionales;Técnico Veterinario;2do año;0.4597402597402597
2018-2019;140;Ciencias Sociales;Institutos Profesionales;Trabajo Social;2do año;0.789938694554634
2017-2018;1;Administración y Comercio;Centros de Formación Técnica;Secretariado Bilingüe;1er año;0.718785151856018
2017-2018;2;Administración y Comercio;Centros de Formación Técnica;Secretariado Computacional;1er año;0.6516129032258065
2017-2018;3;Administración y Comercio;Centros de Formación Técnica;Secretariado Ejecutivo;1er año;0.6506329113924051
2017-2018;4;Salud;Centros de Formación Técnica;Técnico Agente o Visitador Médico;1er año;0.7413793103448276
2017-2018;5;Agropecuaria;Centros de Formación Técnica;Técnico Agropecuario;1er año;0.531787584143605
2017-2018;6;Educación;Centros de Formación Técnica;Técnico Asistente del Educador de Párvulos;1er año;0.4231967943009795
2017-2018;7;Educación;Centros de Formación Técnica;Técnico Asistente del Educador Diferencial;1er año;0.2678851174934726
2017-2018;8;Salud;Centros de Formación Técnica;Técnico Dental y Asistente de Odontología;1er año;0.6312098188194039
2017-2018;9;Agropecuaria;Centros de Formación Técnica;Técnico en Acuicultura y Pesca;1er año;0.7654320987654321
2017-2018;10;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Empresas;1er año;0.7190332326283988
2017-2018;11;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Recursos Humanos y Personal;1er año;0.7646033129904097
2017-2018;12;Tecnología;Centros de Formación Técnica;Técnico en Administración de Redes y Soporte;1er año;0.7677053824362606
2017-2018;13;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Ventas;1er año;0.797752808988764
2017-2018;14;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración Financiera y Finanzas;1er año;0.8625
2017-2018;15;Ciencias Sociales;Centros de Formación Técnica;Técnico en Administración Pública o Municipal;1er año;0.7433414043583535
2017-2018;16;Tecnología;Centros de Formación Técnica;Técnico en Alimentos;1er año;0.7532467532467533
2017-2018;17;Tecnología;Centros de Formación Técnica;Técnico en Análisis de Sistemas;1er año;0.784688995215311
2017-2018;18;Tecnología;Centros de Formación Técnica;Técnico en Biotecnología Industrial;1er año;0.6220472440944882
2017-2018;19;Administración y Comercio;Centros de Formación Técnica;Técnico en Comercio Exterior;1er año;0.8012422360248447
2017-2018;20;Tecnología;Centros de Formación Técnica;Técnico en Computación e Informática;1er año;0.7337662337662337
2017-2018;21;Tecnología;Centros de Formación Técnica;Técnico en Construcción y Obras Civiles;1er año;0.6451138868479059
2017-2018;22;Administración y Comercio;Centros de Formación Técnica;Técnico en Contabilidad Computacional;1er año;0.5876288659793815
2017-2018;23;Administración y Comercio;Centros de Formación Técnica;Técnico en Contabilidad General;1er año;0.7734753146176185
2017-2018;24;Administración y Comercio;Centros de Formación Técnica;Técnico en Contabilidad Tributaria;1er año;0.7896103896103897
2017-2018;25;Educación;Centros de Formación Técnica;Técnico en Deporte, Recreación y Preparación Física;1er año;0.3932501834189288
2017-2018;26;Arte y Arquitectura;Centros de Formación Técnica;Técnico en Dibujo Arquitectónico;1er año;0.8157894736842105
2017-2018;27;Arte y Arquitectura;Centros de Formación Técnica;Técnico en Diseño Gráfico;1er año;0.5368421052631579
2017-2018;28;Tecnología;Centros de Formación Técnica;Técnico en Electricidad y Electricidad Industrial;1er año;0.781435154707044
2017-2018;29;Tecnología;Centros de Formación Técnica;Técnico en Electrónica y Electrónica Industrial;1er año;0.7867647058823529
2017-2018;30;Salud;Centros de Formación Técnica;Técnico en Enfermería;1er año;0.6306856340435925
2017-2018;31;Salud;Centros de Formación Técnica;Técnico en Farmacia;1er año;0.9205607476635514
2017-2018;32;Administración y Comercio;Centros de Formación Técnica;Técnico en Gastronomía y Cocina;1er año;0.45926836766062096
2017-2018;33;Ciencias Básicas;Centros de Formación Técnica;Técnico en Geominería;1er año;0.6136363636363636
2017-2018;34;Administración y Comercio;Centros de Formación Técnica;Técnico en Gestión y Control de Calidad;1er año;0.849624060150376
2017-2018;35;Tecnología;Centros de Formación Técnica;Técnico en Instrumentación, Automatización y Control Industrial;1er año;0.8430182133564614
2017-2018;36;Salud;Centros de Formación Técnica;Técnico en Laboratorio Clínico;1er año;0.7034825870646766
2017-2018;37;Administración y Comercio;Centros de Formación Técnica;Técnico en Logística;1er año;0.8787185354691075
2017-2018;38;Tecnología;Centros de Formación Técnica;Técnico en Mantenimiento Industrial;1er año;0.7643737166324436
2017-2018;39;Tecnología;Centros de Formación Técnica;Técnico en Mecánica Automotriz;1er año;0.6938606194690266
2017-2018;40;Tecnología;Centros de Formación Técnica;Técnico en Mecánica Industrial;1er año;0.8032
2017-2018;41;Tecnología;Centros de Formación Técnica;Técnico en Minería y Metalurgia;1er año;0.7663755458515283
2017-2018;42;Salud;Centros de Formación Técnica;Técnico en Podología;1er año;0.36228287841191065
2017-2018;43;Tecnología;Centros de Formación Técnica;Técnico en Prevención de Riesgos;1er año;0.5658109511797003
2017-2018;44;Tecnología;Centros de Formación Técnica;Técnico en Procesos Industriales;1er año;0.8541666666666666
2017-2018;45;Arte y Arquitectura;Centros de Formación Técnica;Técnico en Producción Gráfica y Multimedia;1er año;0.7688172043010753
2017-2018;46;Ciencias Básicas;Centros de Formación Técnica;Técnico en Química (Análisis e Industrial);1er año;0.7842465753424658
2017-2018;47;Salud;Centros de Formación Técnica;Técnico en Radiología y Radioterapia;1er año;0.7857142857142857
2017-2018;48;Tecnología;Centros de Formación Técnica;Técnico en Refrigeración y Climatización;1er año;0.8680851063829788
2017-2018;49;Ciencias Sociales;Centros de Formación Técnica;Técnico en Servicio Social;1er año;0.5318681318681319
2017-2018;50;Tecnología;Centros de Formación Técnica;Técnico en Telecomunicaciones;1er año;0.7019774011299436
2017-2018;51;Salud;Centros de Formación Técnica;Técnico en Terapias Naturales y Naturopatía;1er año;0.3125
2017-2018;52;Tecnología;Centros de Formación Técnica;Técnico en Topografía;1er año;0.7361809045226131
2017-2018;53;Administración y Comercio;Centros de Formación Técnica;Técnico en Turismo y Hotelería;1er año;0.4761421319796954
2017-2018;54;Derecho;Centros de Formación Técnica;Técnico Jurídico;1er año;0.5732959850606909
2017-2018;55;Salud;Centros de Formación Técnica;Técnico Laboratorista Dental;1er año;0.41640866873065013
2017-2018;56;Arte y Arquitectura;Institutos Profesionales;Actuación y Teatro;1er año;0.3298245614035088
2017-2018;57;Administración y Comercio;Institutos Profesionales;Administración de Empresas e Ing. Asociadas;1er año;0.8334732247775726
2017-2018;58;Administración y Comercio;Institutos Profesionales;Administración Gastronómica;1er año;0.5387567152724482
2017-2018;59;Ciencias Sociales;Institutos Profesionales;Administración Pública;1er año;0.9942827442827443
2017-2018;60;Administración y Comercio;Institutos Profesionales;Administración Turística y Hotelera;1er año;0.5479962721342032
2017-2018;61;Arte y Arquitectura;Institutos Profesionales;Comunicación Audiovisual y/o Multimedia;1er año;0.49942987457240595
2017-2018;62;Tecnología;Institutos Profesionales;Construcción Civil;1er año;0.8079350766456267
2017-2018;63;Administración y Comercio;Institutos Profesionales;Contador Auditor;1er año;0.9008282963957913
2017-2018;64;Arte y Arquitectura;Institutos Profesionales;Diseño de Ambientes e Interiores;1er año;0.48770491803278687
2017-2018;65;Arte y Arquitectura;Institutos Profesionales;Diseño de Vestuario;1er año;0.5187637969094923
2017-2018;66;Arte y Arquitectura;Institutos Profesionales;Diseño Gráfico;1er año;0.48534798534798534
2017-2018;67;Tecnología;Institutos Profesionales;Diseño Industrial;1er año;0.620817843866171
2017-2018;68;Arte y Arquitectura;Institutos Profesionales;Fotografía;1er año;0.4353448275862069
2017-2018;69;Agropecuaria;Institutos Profesionales;Ingeniería Agrícola;1er año;0.6738636363636363
2017-2018;70;Agropecuaria;Institutos Profesionales;Ingeniería en Acuicultura y Pesca;1er año;0.7473684210526316
2017-2018;71;Tecnología;Institutos Profesionales;Ingeniería en Automatización, Instrumentación y Control;1er año;0.9058823529411765
2017-2018;72;Administración y Comercio;Institutos Profesionales;Ingeniería en Comercio Exterior;1er año;0.8433908045977011
2017-2018;73;Tecnología;Institutos Profesionales;Ingeniería en Computación e Informática;1er año;0.8648734177215189
2017-2018;74;Tecnología;Institutos Profesionales;Ingeniería en Conectividad y Redes;1er año;0.9112833763996555
2017-2018;75;Tecnología;Institutos Profesionales;Ingeniería en Construcción;1er año;0.8052785923753666
2017-2018;76;Tecnología;Institutos Profesionales;Ingeniería en Electricidad;1er año;0.8893203883495145
2017-2018;77;Administración y Comercio;Institutos Profesionales;Ingeniería en Finanzas;1er año;0.9255813953488372
2017-2018;78;Administración y Comercio;Institutos Profesionales;Ingeniería en Logística;1er año;0.9033816425120773
2017-2018;79;Administración y Comercio;Institutos Profesionales;Ingeniería en Marketing;1er año;0.7701674277016742
2017-2018;80;Tecnología;Institutos Profesionales;Ingeniería en Mecánica Automotriz;1er año;0.7668898356664637
2017-2018;81;Tecnología;Institutos Profesionales;Ingeniería en Medio Ambiente;1er año;0.6405228758169934
2017-2018;82;Tecnología;Institutos Profesionales;Ingeniería en Minas y Metalurgia;1er año;0.7733644859813084
2017-2018;83;Tecnología;Institutos Profesionales;Ingeniería en Prevención de Riesgos;1er año;0.7168195102287614
2017-2018;84;Tecnología;Institutos Profesionales;Ingeniería en Química;1er año;0.8007246376811594
2017-2018;85;Administración y Comercio;Institutos Profesionales;Ingeniería en Recursos Humanos;1er año;0.8731778425655977
2017-2018;86;Tecnología;Institutos Profesionales;Ingeniería en Sonido;1er año;0.5805471124620061
2017-2018;87;Tecnología;Institutos Profesionales;Ingeniería en Telecomunicaciones;1er año;0.8817204301075269
2017-2018;88;Tecnología;Institutos Profesionales;Ingeniería Industrial;1er año;0.9170212765957447
2017-2018;89;Tecnología;Institutos Profesionales;Ingeniería Mecánica;1er año;0.8336917562724014
2017-2018;90;Salud;Institutos Profesionales;Kinesiología;1er año;0.5027027027027027
2017-2018;91;Arte y Arquitectura;Institutos Profesionales;Música, Canto o Danza;1er año;0.3961038961038961
2017-2018;92;Salud;Institutos Profesionales;Nutrición y Dietética;1er año;0.4567901234567901
2017-2018;93;Educación;Institutos Profesionales;Pedagogía en Educación Básica;1er año;0.7992667277726856
2017-2018;94;Educación;Institutos Profesionales;Pedagogía en Educación de Párvulos;1er año;0.7462773722627737
2017-2018;95;Educación;Institutos Profesionales;Pedagogía en Educación Diferencial;1er año;0.9097791798107255
2017-2018;96;Educación;Institutos Profesionales;Pedagogía en Idiomas;1er año;0.7325102880658436
2017-2018;97;Educación;Institutos Profesionales;Psicopedagogía;1er año;0.808282652765711
2017-2018;98;Ciencias Sociales;Institutos Profesionales;Publicidad;1er año;0.6445536445536445
2017-2018;99;Ciencias Sociales;Institutos Profesionales;Relaciones Públicas;1er año;0.613941018766756
2017-2018;100;Agropecuaria;Institutos Profesionales;Técnico Agropecuario;1er año;0.6083650190114068
2017-2018;101;Educación;Institutos Profesionales;Técnico Asistente del Educador de Párvulos;1er año;0.48809793697574244
2017-2018;102;Educación;Institutos Profesionales;Técnico Asistente del Educador Diferencial;1er año;0.2869415807560137
2017-2018;103;Salud;Institutos Profesionales;Técnico Dental y Asistente de Odontología;1er año;0.6113176373399422
2017-2018;104;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Empresas;1er año;0.7696118075212293
2017-2018;105;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Recursos Humanos y Personal;1er año;0.7581501137225171
2017-2018;106;Tecnología;Institutos Profesionales;Técnico en Administración de Redes y Soporte;1er año;0.7617702448210922
2017-2018;107;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Ventas;1er año;0.6821705426356589
2017-2018;108;Administración y Comercio;Institutos Profesionales;Técnico en Administración Financiera y Finanzas;1er año;0.7683863885839737
2017-2018;109;Ciencias Sociales;Institutos Profesionales;Técnico en Administración Pública o Municipal;1er año;0.9108910891089109
2017-2018;110;Humanidades;Institutos Profesionales;Técnico en Bibliotecas y Centros de Documentación;1er año;0.8153846153846154
2017-2018;111;Administración y Comercio;Institutos Profesionales;Técnico en Comercio Exterior;1er año;0.8640483383685801
2017-2018;112;Tecnología;Institutos Profesionales;Técnico en Computación e Informática;1er año;0.7350886620096723
2017-2018;113;Arte y Arquitectura;Institutos Profesionales;Técnico en Comunicación Audiovisual;1er año;0.5255813953488372
2017-2018;114;Tecnología;Institutos Profesionales;Técnico en Construcción y Obras Civiles;1er año;0.656934306569343
2017-2018;115;Administración y Comercio;Institutos Profesionales;Técnico en Contabilidad General;1er año;0.8149556400506971
2017-2018;116;Administración y Comercio;Institutos Profesionales;Técnico en Contabilidad Tributaria;1er año;0.7947686116700201
